../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.006s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.006s user 0m0.001s sys 0m0.004s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.006s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.005s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.005s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.005s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.005s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.005s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.005s user 0m0.004s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.005s user 0m0.001s sys 0m0.003s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.005s user 0m0.001s sys 0m0.003s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.005s user 0m0.001s sys 0m0.003s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.005s user 0m0.000s sys 0m0.004s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.005s user 0m0.003s sys 0m0.001s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.005s user 0m0.003s sys 0m0.001s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.007s user 0m0.001s sys 0m0.005s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.008s user 0m0.007s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.008s user 0m0.007s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.008s user 0m0.001s sys 0m0.006s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.008s user 0m0.000s sys 0m0.008s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.008s user 0m0.007s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.008s user 0m0.007s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.008s user 0m0.001s sys 0m0.006s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.008s user 0m0.001s sys 0m0.006s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.010s user 0m0.001s sys 0m0.006s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.008s user 0m0.007s sys 0m0.000s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.008s user 0m0.001s sys 0m0.006s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o0.out ,  real 0m0.008s user 0m0.001s sys 0m0.006s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.c.o3.out ,  real 0m0.008s user 0m0.006s sys 0m0.001s
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s.out ,  real 0m0.009s user 0m0.000s sys 0m0.008s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.014s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.014s user 0m0.000s sys 0m0.010s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.014s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.012s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.009s sys 0m0.000s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.012s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.011s user 0m0.009s sys 0m0.000s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.009s sys 0m0.000s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.012s user 0m0.009s sys 0m0.000s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.000s sys 0m0.010s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.011s user 0m0.009s sys 0m0.000s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.010s sys 0m0.000s
../benchmarks/bert/bert.c.o3.out ,  real 0m0.010s user 0m0.009s sys 0m0.000s
../benchmarks/bert/bert.opt.s.out ,  real 0m0.011s user 0m0.001s sys 0m0.009s
../benchmarks/bert/bert.c.o0.out ,  real 0m0.011s user 0m0.001s sys 0m0.008s
