../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.ll,74
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.opt.s,165
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.reg.ll,82
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.reg.s,184
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.stack.ll,130
../benchmarks/BenchMarkishTopics/BenchMarkishTopics.stack.s,204
../benchmarks/bert/bert.opt.ll,382
../benchmarks/bert/bert.opt.s,950
../benchmarks/bert/bert.reg.ll,432
../benchmarks/bert/bert.reg.s,1037
../benchmarks/bert/bert.stack.ll,694
../benchmarks/bert/bert.stack.s,1152
../benchmarks/biggest/biggest.opt.ll,44
../benchmarks/biggest/biggest.opt.s,87
../benchmarks/biggest/biggest.reg.ll,51
../benchmarks/biggest/biggest.reg.s,107
../benchmarks/biggest/biggest.stack.ll,97
../benchmarks/biggest/biggest.stack.s,131
../benchmarks/binaryConverter/binaryConverter.opt.ll,52
../benchmarks/binaryConverter/binaryConverter.opt.s,127
../benchmarks/binaryConverter/binaryConverter.reg.ll,61
../benchmarks/binaryConverter/binaryConverter.reg.s,148
../benchmarks/binaryConverter/binaryConverter.stack.ll,131
../benchmarks/binaryConverter/binaryConverter.stack.s,198
../benchmarks/brett/brett.opt.ll,477
../benchmarks/brett/brett.opt.s,1125
../benchmarks/brett/brett.reg.ll,581
../benchmarks/brett/brett.reg.s,1295
../benchmarks/brett/brett.stack.ll,715
../benchmarks/brett/brett.stack.s,1391
../benchmarks/CompatibilityTest/compat.opt.ll,477
../benchmarks/CompatibilityTest/compat.opt.s,1125
../benchmarks/CompatibilityTest/compat.reg.ll,581
../benchmarks/CompatibilityTest/compat.reg.s,1295
../benchmarks/CompatibilityTest/compat.stack.ll,715
../benchmarks/CompatibilityTest/compat.stack.s,1391
../benchmarks/creativeBenchMarkName/creativeBenchMarkName.opt.ll,127
../benchmarks/creativeBenchMarkName/creativeBenchMarkName.opt.s,245
../benchmarks/creativeBenchMarkName/creativeBenchMarkName.reg.ll,140
../benchmarks/creativeBenchMarkName/creativeBenchMarkName.reg.s,293
../benchmarks/creativeBenchMarkName/creativeBenchMarkName.stack.ll,240
../benchmarks/creativeBenchMarkName/creativeBenchMarkName.stack.s,314
../benchmarks/fact_sum/fact_sum.opt.ll,30
../benchmarks/fact_sum/fact_sum.opt.s,90
../benchmarks/fact_sum/fact_sum.reg.ll,40
../benchmarks/fact_sum/fact_sum.reg.s,107
../benchmarks/fact_sum/fact_sum.stack.ll,74
../benchmarks/fact_sum/fact_sum.stack.s,127
../benchmarks/Fibonacci/Fibonacci.opt.ll,19
../benchmarks/Fibonacci/Fibonacci.opt.s,52
../benchmarks/Fibonacci/Fibonacci.reg.ll,20
../benchmarks/Fibonacci/Fibonacci.reg.s,53
../benchmarks/Fibonacci/Fibonacci.stack.ll,36
../benchmarks/Fibonacci/Fibonacci.stack.s,68
../benchmarks/GeneralFunctAndOptimize/GeneralFunctAndOptimize.opt.ll,84
../benchmarks/GeneralFunctAndOptimize/GeneralFunctAndOptimize.opt.s,185
../benchmarks/GeneralFunctAndOptimize/GeneralFunctAndOptimize.reg.ll,104
../benchmarks/GeneralFunctAndOptimize/GeneralFunctAndOptimize.reg.s,227
../benchmarks/GeneralFunctAndOptimize/GeneralFunctAndOptimize.stack.ll,147
../benchmarks/GeneralFunctAndOptimize/GeneralFunctAndOptimize.stack.s,221
../benchmarks/hailstone/hailstone.opt.ll,23
../benchmarks/hailstone/hailstone.opt.s,60
../benchmarks/hailstone/hailstone.reg.ll,30
../benchmarks/hailstone/hailstone.reg.s,80
../benchmarks/hailstone/hailstone.stack.ll,52
../benchmarks/hailstone/hailstone.stack.s,94
