../benchmarks/hanoi_benchmark/hanoi_benchmark.opt.ll,134
../benchmarks/hanoi_benchmark/hanoi_benchmark.opt.s,335
../benchmarks/hanoi_benchmark/hanoi_benchmark.reg.ll,138
../benchmarks/hanoi_benchmark/hanoi_benchmark.reg.s,339
../benchmarks/hanoi_benchmark/hanoi_benchmark.stack.ll,198
../benchmarks/hanoi_benchmark/hanoi_benchmark.stack.s,364
../benchmarks/killerBubbles/killerBubbles.opt.ll,104
../benchmarks/killerBubbles/killerBubbles.opt.s,191
../benchmarks/killerBubbles/killerBubbles.reg.ll,117
../benchmarks/killerBubbles/killerBubbles.reg.s,216
../benchmarks/killerBubbles/killerBubbles.stack.ll,193
../benchmarks/killerBubbles/killerBubbles.stack.s,252
../benchmarks/mile1/mile1.opt.ll,38
../benchmarks/mile1/mile1.opt.s,86
../benchmarks/mile1/mile1.reg.ll,44
../benchmarks/mile1/mile1.reg.s,101
../benchmarks/mile1/mile1.stack.ll,75
../benchmarks/mile1/mile1.stack.s,115
../benchmarks/mixed/mixed.opt.ll,100
../benchmarks/mixed/mixed.opt.s,204
../benchmarks/mixed/mixed.reg.ll,137
../benchmarks/mixed/mixed.reg.s,257
../benchmarks/mixed/mixed.stack.ll,215
../benchmarks/mixed/mixed.stack.s,286
../benchmarks/OptimizationBenchmark/OptimizationBenchmark.opt.ll,152
../benchmarks/OptimizationBenchmark/OptimizationBenchmark.opt.s,398
../benchmarks/OptimizationBenchmark/OptimizationBenchmark.reg.ll,418
../benchmarks/OptimizationBenchmark/OptimizationBenchmark.reg.s,1155
../benchmarks/OptimizationBenchmark/OptimizationBenchmark.stack.ll,1045
../benchmarks/OptimizationBenchmark/OptimizationBenchmark.stack.s,1380
../benchmarks/primes/primes.opt.ll,48
../benchmarks/primes/primes.opt.s,116
../benchmarks/primes/primes.reg.ll,58
../benchmarks/primes/primes.reg.s,136
../benchmarks/primes/primes.stack.ll,103
../benchmarks/primes/primes.stack.s,162
../benchmarks/programBreaker/programBreaker.opt.ll,36
../benchmarks/programBreaker/programBreaker.opt.s,100
../benchmarks/programBreaker/programBreaker.reg.ll,41
../benchmarks/programBreaker/programBreaker.reg.s,107
../benchmarks/programBreaker/programBreaker.stack.ll,84
../benchmarks/programBreaker/programBreaker.stack.s,137
../benchmarks/stats/stats.opt.ll,130
../benchmarks/stats/stats.opt.s,247
../benchmarks/stats/stats.reg.ll,148
../benchmarks/stats/stats.reg.s,302
../benchmarks/stats/stats.stack.ll,253
../benchmarks/stats/stats.stack.s,348
../benchmarks/TicTac/TicTac.opt.ll,358
../benchmarks/TicTac/TicTac.opt.s,619
../benchmarks/TicTac/TicTac.reg.ll,390
../benchmarks/TicTac/TicTac.reg.s,667
../benchmarks/TicTac/TicTac.stack.ll,464
../benchmarks/TicTac/TicTac.stack.s,739
../benchmarks/wasteOfCycles/wasteOfCycles.opt.ll,25
../benchmarks/wasteOfCycles/wasteOfCycles.opt.s,63
../benchmarks/wasteOfCycles/wasteOfCycles.reg.ll,27
../benchmarks/wasteOfCycles/wasteOfCycles.reg.s,65
../benchmarks/wasteOfCycles/wasteOfCycles.stack.ll,49
../benchmarks/wasteOfCycles/wasteOfCycles.stack.s,80
